"YEAR","START_DATE","JURISDICTION","PREDICTION_DETECTION_METHOD","METRIC","LOCATION","FINES","END_DATE","DETECTION_METHOD","AGE_GROUP"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",30,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",48,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",184,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",57,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",161,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",369,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",74,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",282,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",458,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",15,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",128,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",110,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",8,"1/31/2024","Fixed Camera","Unknown"
2024,"1/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",8,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","SA","camera_issued","speed_fines","Remote Australia",7,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","SA","police_issued","speed_fines","Remote Australia",40,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","SA","camera_issued","speed_fines","Remote Australia",12,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","SA","police_issued","speed_fines","Remote Australia",70,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","SA","camera_issued","speed_fines","Remote Australia",31,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","SA","police_issued","speed_fines","Remote Australia",74,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","SA","camera_issued","speed_fines","Remote Australia",5,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","SA","police_issued","speed_fines","Remote Australia",13,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","SA","camera_issued","speed_fines","Remote Australia",3,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","SA","police_issued","speed_fines","Unknown",16,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","SA","police_issued","speed_fines","Unknown",29,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","SA","police_issued","speed_fines","Unknown",45,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","SA","police_issued","speed_fines","Unknown",10,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","SA","police_issued","speed_fines","Very Remote Australia",19,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","SA","police_issued","speed_fines","Very Remote Australia",37,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","SA","police_issued","speed_fines","Very Remote Australia",50,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","SA","police_issued","speed_fines","Very Remote Australia",8,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","TAS","camera_issued","speed_fines","Unknown",657,"1/31/2024","Fixed or mobile Camera","17-25"
2024,"1/1/2024","TAS","police_issued","speed_fines","Unknown",348,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","TAS","camera_issued","speed_fines","Unknown",1655,"1/31/2024","Fixed or mobile Camera","26-39"
2024,"1/1/2024","TAS","police_issued","speed_fines","Unknown",543,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","TAS","camera_issued","speed_fines","Unknown",2471,"1/31/2024","Fixed or mobile Camera","40-64"
2024,"1/1/2024","TAS","police_issued","speed_fines","Unknown",649,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","TAS","camera_issued","speed_fines","Unknown",933,"1/31/2024","Fixed or mobile Camera","65 and over"
2024,"1/1/2024","TAS","police_issued","speed_fines","Unknown",179,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",0,"1/31/2024","Fixed Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",0,"1/31/2024","Mobile Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",138,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",574,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",503,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",1956,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",882,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",3176,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",377,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",1306,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",32,"1/31/2024","Fixed Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",119,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",0,"1/31/2024","Fixed Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",0,"1/31/2024","Mobile Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",3335,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",2263,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",12612,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",8905,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",21894,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",13426,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",6792,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",4162,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",1063,"1/31/2024","Fixed Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",625,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",0,"1/31/2024","Fixed Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",0,"1/31/2024","Mobile Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",5,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",101,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",7,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",354,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",19,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",636,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",6,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",231,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",1,"1/31/2024","Fixed Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",23,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Fixed Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Mobile Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",1,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Fixed Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Fixed Camera","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Mobile Camera","0-16"
2024,"1/1/2024","VIC","police_issued","speed_fines","Unknown",2,"1/31/2024","Police issued","0-16"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",702,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","VIC","police_issued","speed_fines","Unknown",2207,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",1686,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","VIC","police_issued","speed_fines","Unknown",3920,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",2198,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","VIC","police_issued","speed_fines","Unknown",4556,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",487,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","VIC","police_issued","speed_fines","Unknown",979,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",118,"1/31/2024","Fixed Camera","Unknown"
2024,"1/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"1/31/2024","Mobile Camera","Unknown"
2024,"1/1/2024","VIC","police_issued","speed_fines","Unknown",7,"1/31/2024","Police issued","Unknown"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",1,"1/31/2024","Average speed Camera","0-16"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",9,"1/31/2024","Fixed Camera","0-16"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",13,"1/31/2024","Mobile Camera","0-16"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",5,"1/31/2024","Red light Camera","0-16"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",174,"1/31/2024","Average speed Camera","17-25"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",833,"1/31/2024","Fixed Camera","17-25"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",3729,"1/31/2024","Mobile Camera","17-25"
2024,"1/1/2024","WA","police_issued","speed_fines","Unknown",1046,"1/31/2024","Police issued","17-25"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",737,"1/31/2024","Red light Camera","17-25"
2024,"1/1/2024","WA","unknown","speed_fines","Unknown",0,"1/31/2024","Unknown","17-25"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",416,"1/31/2024","Average speed Camera","26-39"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",2838,"1/31/2024","Fixed Camera","26-39"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",10520,"1/31/2024","Mobile Camera","26-39"
2024,"1/1/2024","WA","police_issued","speed_fines","Unknown",2140,"1/31/2024","Police issued","26-39"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",2912,"1/31/2024","Red light Camera","26-39"
2024,"1/1/2024","WA","unknown","speed_fines","Unknown",0,"1/31/2024","Unknown","26-39"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",522,"1/31/2024","Average speed Camera","40-64"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",4244,"1/31/2024","Fixed Camera","40-64"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",14344,"1/31/2024","Mobile Camera","40-64"
2024,"1/1/2024","WA","police_issued","speed_fines","Unknown",2419,"1/31/2024","Police issued","40-64"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",6352,"1/31/2024","Red light Camera","40-64"
2024,"1/1/2024","WA","unknown","speed_fines","Unknown",0,"1/31/2024","Unknown","40-64"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",82,"1/31/2024","Average speed Camera","65 and over"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",1136,"1/31/2024","Fixed Camera","65 and over"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",3538,"1/31/2024","Mobile Camera","65 and over"
2024,"1/1/2024","WA","police_issued","speed_fines","Unknown",431,"1/31/2024","Police issued","65 and over"
2024,"1/1/2024","WA","camera_issued","speed_fines","Unknown",2129,"1/31/2024","Red light Camera","65 and over"
2024,"1/1/2024","WA","unknown","speed_fines","Unknown",0,"1/31/2024","Unknown","65 and over"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",3,"2/29/2024","Fixed Camera","0-16"
2024,"2/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",4,"2/29/2024","Police issued","0-16"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",449,"2/29/2024","Fixed Camera","17-25"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",319,"2/29/2024","Mobile Camera","17-25"
2024,"2/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",48,"2/29/2024","Police issued","17-25"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",991,"2/29/2024","Fixed Camera","26-39"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",745,"2/29/2024","Mobile Camera","26-39"
2024,"2/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",68,"2/29/2024","Police issued","26-39"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",1756,"2/29/2024","Fixed Camera","40-64"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",870,"2/29/2024","Mobile Camera","40-64"
2024,"2/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",50,"2/29/2024","Police issued","40-64"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",542,"2/29/2024","Fixed Camera","65 and over"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",306,"2/29/2024","Mobile Camera","65 and over"
2024,"2/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",7,"2/29/2024","Police issued","65 and over"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",64,"2/29/2024","Fixed Camera","Unknown"
2024,"2/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",29,"2/29/2024","Mobile Camera","Unknown"
2024,"2/1/2024","NSW","police_issued","speed_fines","Inner Regional Australia",5,"2/29/2024","Police issued","0-16"
